District,Category,Business Name,Website,Phone,AI_Verified_Category,Drafted_Email
Conroe ISD,Attorney,Alsbrooks Law Firm,https://alsbrookslaw.com/,(936) 202-2882,Irrelevant,
Conroe ISD,Attorney,Casey Loring Lawyer PLLC,http://www.loringlawyer.com/,(936) 441-8860,Scrape Failed,
Conroe ISD,Attorney,"Dossey & Jones, PLLC",https://www.dossey.com/,(281) 410-2792,Irrelevant,
Conroe ISD,Attorney,"The Law Office of Jessica Day, PLLC",http://www.defendinghtx.com/,(281) 627-8152,Irrelevant,
Conroe ISD,Attorney,Napier Law Firm,https://www.thenapierlawfirm.com/conroe/,(713) 999-0128,Irrelevant,
Conroe ISD,Attorney,"Hope & Causey, P.C.",https://www.hope-causey.com/,(936) 441-4673,Irrelevant,
Conroe ISD,Attorney,Raphael Ortega Law PLLC,http://www.rodefense.com/,(832) 402-1111,Irrelevant,
Conroe ISD,Attorney,Law Office of Matlak and Morrison,https://www.mmpmlaw.com/,(936) 225-5043,Irrelevant,
Conroe ISD,Tutor,The Dyslexia Therapy Center,https://www.dyslexia-therapycenter.com/,(936) 703-3136,Tutor,"I noticed The Dyslexia Therapy Center serves families in Conroe ISD. Have you considered advertising on texasspecialed.com? For just $39/month, you can secure a Tier 1 placement on our 'Dyslexia Services' page. Parents reading this page are often in the early stages of recognizing their child's struggles and seeking support. One new student covers the cost for six months, making it a worthwhile investment to connect with potential clients. Let me know if you're interested in learning more!"
Conroe ISD,Tutor,Diagnostic Learning Services - Woodlands,https://www.diagnostic-learning.com/,(832) 839-2203,Tutor,"I noticed Diagnostic Learning Services provides evaluations for learning disabilities in the Conroe ISD area. Have you considered advertising on TexasSpecialEd.com? For just $39/month, you can secure a Tier 1 placement on our 'Dyslexia Services' page. Parents reading this page are typically in the early stages of research, trying to understand their child's struggles. One new client easily covers your ad costs for over 6 months."
Conroe ISD,Tutor,Read Frog Dyslexia & Educational Services,http://www.readfrog.com/,(281) 719-5635,Tutor,"I'm reaching out from Texas Special Ed regarding advertising opportunities on our 'Dyslexia Services' page. Many parents reading this content are in the early stages of recognizing their child's struggles and actively seek support. For just $39/month, a Tier 1 ad placement can connect you with these motivated parents. Considering that just one new student covers the ad cost for over 6 months, this is a great opportunity to grow your client base. Would you be interested in learning more?"
Conroe ISD,Tutor,Sylvan Learning of North Conroe,https://www.sylvanlearning.com/locations/us/tx/conroe-tutoring/conroe?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=8360,(936) 828-5633,Tutor,"I noticed Sylvan Learning of North Conroe offers tutoring services in the Conroe ISD area. Have you considered advertising on TexasSpecialEd.com? Our 'Dyslexia Services' page gets a lot of traffic from parents in the early stages of seeking support, and a Tier 1 ad placement is only $39/month. One new student covers the cost for 6 months. Let me know if you're interested in learning more."
Conroe ISD,Tutor,Ivey Educational Solutions,http://www.iveyedsolutions.com/,(346) 244-3363,Scrape Failed,
Conroe ISD,Tutor,Sylvan Learning of The Woodlands and Magnolia,https://www.sylvanlearning.com/locations/us/tx/magnolia-tutoring/the-woodlands-and-magnolia?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=8310,(281) 305-4284,Tutor,"I'm reaching out from TexasSpecialEd.com. We help parents of special needs children find resources in their area. I noticed Sylvan Learning offers tutoring services in The Woodlands and Magnolia. Would you be interested in a Tier 1 or 2 ad placement on our 'Dyslexia Services' page for $39-$89 per month? Parents reading this page are often in the early stages of understanding their child's needs, and one new student covers the ad cost for 6 months."
Conroe ISD,Tutor,Joy To Learn,https://joytolearntx.com/,(832) 465-4940,Tutor,"Is your tutoring center looking for more clients? For just $39/month, Joy To Learn can be featured on the Texas Special Ed website's 'Dyslexia Services' page. Parents reading this page are often in the early stages of recognizing their child's needs and are actively seeking support. One new student covers your ad costs for over 6 months. Let me know if you're interested, and I can send over a link with traffic data."
Conroe ISD,Tutor,Bianca’s Private Tutoring,https://biancasprivatetutoring.com/?utm_campaign=gmb,(281) 966-5832,Tutor,"Hi Bianca,

I noticed you offer dyslexia services in the Conroe ISD area. Many parents on TexasSpecialEd.com are in the early stages of recognizing their child's struggles and researching support options. Would you be interested in a Tier 1 or 2 ad placement on our 'Dyslexia Services' page for $39-$89 per month? Just one new student covers the ad cost for 6 months. Let me know if you'd like to learn more!"
Austin ISD,Attorney,AZ Law Firm,http://www.azfirm.law/,(512) 400-7070,Irrelevant,
Austin ISD,Attorney,"The Law Office of Nicole Conger, PLLC",https://nicoleconger.com/,(512) 413-4260,Irrelevant,
Austin ISD,Attorney,Tully Rinckey PLLC,https://www.tullylegal.com/locations/austin-tx?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Austin&utm_content=homepage,(512) 225-2800,Attorney,"I noticed Tully Rinckey PLLC offers special education law services in Austin. Have you considered advertising on TexasSpecialEd.com? I recommend a Tier 2 ad placement for $249/month on our 'Grievance & Discipline' or 'ARD' pages. Parents on these pages are often in crisis, facing suspension or other disciplinary actions, and actively seek legal representation. Just one retained client typically covers the ad cost for an entire year."
Austin ISD,Attorney,"Bemis, Roach & Reed",https://www.brrlaw.com/,(512) 454-4000,Scrape Failed,
Austin ISD,Attorney,The Law Office of Diana E. Buss,http://www.bussted.com/,(844) 287-7833,Scrape Failed,
Austin ISD,Advocate,"PearlTX-Educational Consultants, Diagnostics and Advocacy (ECDA)",https://pearltx-ecda.com/,(737) 235-6010,Advocate,"I noticed PearlTX-ECDA offers advocacy services in Austin. Have you considered advertising on TexasSpecialEd.com? For just $59/month, a Tier 1 ad on our 'ARD Meeting Guide' page can connect you with parents terrified of their upcoming meetings. They need someone to sit next to them, and your services could be the perfect solution. That's less than $2 a day to reach a highly targeted audience actively seeking support. Let me know if you're interested in learning more."
Austin ISD,Advocate,Education Austin,http://educationaustin.org/,(512) 472-1124,Irrelevant,
Austin ISD,Advocate,Austin Partners In Education,http://www.austinpartners.org/,(512) 637-0900,Irrelevant,
Austin ISD,Tutor,Austin Learning Solutions,https://austinlearningsolutions.com/,(512) 609-0745,Tutor,"I'm reaching out from Texas Special Ed to share how we help local businesses connect with parents. I noticed Austin Learning Solutions offers dyslexia services, and we have a dedicated page for that topic. For just $39/month, a Tier 1 ad placement on our 'Dyslexia Services' page can put you in front of parents actively researching support options because they suspect ""something is wrong"". One new student covers your ad costs for 6 months!"
Austin ISD,Tutor,Austin Learning Center,http://www.austinlearningcenter.com/,(512) 330-9007,Tutor,"I'm with Texas Special Ed, and we help parents of kids with learning differences find the right service providers in their area. I noticed Austin Learning Center offers tutoring and reading intervention services. Have you considered advertising on our 'Dyslexia Services' page? For just $39/month, a Tier 1 ad placement would allow you to reach parents in the early stages of seeking support. That's less than $2 per day, and one new student covers the cost for 6 months."
Austin ISD,Tutor,Diagnostic Learning Services - Austin,https://www.diagnostic-learning.com/,(512) 633-0990,Tutor,"I'm reaching out from Texas Special Ed regarding advertising opportunities on our popular 'Dyslexia Services' page. For just $39/month, you can secure a Tier 1 placement and connect with parents actively seeking dyslexia support for their children. These parents are often in the early stages of recognizing a learning challenge and researching solutions. Considering that just one new student covers your ad cost for over 6 months, this is a great opportunity. Would you be open to learning more?"
Austin ISD,Tutor,Lindamood-Bell Austin Learning Center,https://lindamoodbell.com/location/austin-tx-learning-center?utm_term=LC-Global&utm_campaign=2021-12-GooglePlacesProfile&utm_source=Google&utm_medium=Places,(512) 306-8181,Tutor,"Is your team looking for new ways to reach parents of struggling readers in Austin ISD? For just $39/month, you can secure a Tier 1 ad placement on our 'Dyslexia Services' page at texasspecialed.com. Parents reading this page are often in the early stages of recognizing that ""something is wrong"" and are actively researching support options. One new student from this placement covers your ad cost for over 6 months. Let me know if you're interested, and I can send over a link to get started."
Austin ISD,Tutor,Hearts and Minds Learning Center,https://heartsandmindslearningcenter.com/,(737) 351-2505,Tutor,"I'm with TexasSpecialEd.com, and we help parents of special needs kids find resources in their area. I noticed Hearts and Minds Learning Center offers tutoring services in Austin. Would you be interested in a Tier 1 ad placement on our 'Dyslexia Services' page for $39/month? Parents reading this page are often in the early stages of recognizing their child's struggles and researching support options. One new student covers the cost for 6 months."
Austin ISD,Tutor,Texas Center for Learning Disabilities,http://texasldcenter.org/,(512) 232-2320,Tutor,"I'm reaching out from TexasSpecialEd.com. We help parents of children with learning differences find the support they need. I noticed you're the Texas Center for Learning Disabilities in the Austin ISD area. Would you be interested in a Tier 1 ($39/mo) or Tier 2 ($89/mo) placement on our 'Dyslexia Services' page? Parents reading this content are often in the early ""something is wrong"" phase, actively researching support options. Just one new student covers the ad cost for 6 months."
Austin ISD,Tutor,Rawson Saunders School,http://www.rawsonsaunders.org/,(512) 476-8382,Tutor,"I'm reaching out from Texas Special Ed to see if you'd be interested in advertising on our popular 'Dyslexia Services' page. For just $39/month, a Tier 1 ad placement can connect you with parents actively researching support options because they suspect ""something is wrong"". Given Rawson Saunders' focus on dyslexia education, this is a great fit. One new student covers the ad cost for over 6 months. Let me know if you're interested!"
Austin ISD,Tutor,Rawson Saunders Institute,https://www.rawsonsaunders.org/institute,(512) 350-2844,Tutor,"I noticed Rawson Saunders Institute offers tutoring and evaluations for students with dyslexia. Have you considered advertising on TexasSpecialEd.com? For just $39/month, you can secure a Tier 1 placement on our 'Dyslexia Services' page. Parents reading this page are often in the early stages of recognizing their child's struggles and researching support options. One new student covers the ad cost for over 6 months. "
Fort Worth ISD,Attorney,"Kelly Decker Law, PLLC",http://www.kellydeckerlaw.com/,(817) 348-9060,Irrelevant,
Fort Worth ISD,Attorney,McGee Law Firm,https://mcgeelawdfw.com/,(817) 899-3286,Scrape Failed,
Fort Worth ISD,Attorney,McDonald Law Firm,https://mcdonaldlawfirm.com/,(817) 717-5081,Irrelevant,
Fort Worth ISD,Attorney,Dale O'Neal Attorneys,http://www.lawyeroneal.com/,(817) 877-5995,Irrelevant,
Fort Worth ISD,Attorney,"Law Offices of Robert Keating, PLLC",https://www.dfw.law/?utm_source=google-local&utm_medium=organic&utm_campaign=3049,(888) 490-6808,Irrelevant,
Fort Worth ISD,Attorney,Cantey Hanger LLP,http://www.canteyhanger.com/,(817) 877-2800,Attorney,"Good morning, I'm reaching out from Texas Special Ed Solutions. We help special education law firms like Cantey Hanger get in front of parents in crisis. For example, we offer Tier 2 ad placement on our 'Grievance & Discipline' page for $249/month. Parents on this page are often facing suspension or expulsion and urgently need legal representation. Just one retained client covers your ad costs for an entire year."
Fort Worth ISD,Attorney,"Hutchison & Foreman, PLLC",https://www.fightsforright.com/?utm_source=google&utm_medium=Fort_Worth_gmb&utm_campaign=gmb_website_button,(817) 336-5533,Irrelevant,
Fort Worth ISD,Advocate,The Center for Educational Diagnostics & Assessment,https://www.cedatesting.com/about-us,(979) 218-1068,Tutor,"I noticed The Center for Educational Diagnostics & Assessment offers educational evaluations for ADHD and dyslexia. Did you know texasspecialed.com has a popular 'Dyslexia Services' page where parents start when they suspect something is wrong? For just $39/month, a Tier 1 ad placement can connect you with these motivated parents. That's less than $1.50 per day, and one new student covers the cost for 6 months. Let me know if you're interested in learning more."
Fort Worth ISD,Tutor,The Reading Center of Fort Worth,http://thereadingcenterfortworth.com/,(817) 681-2911,Tutor,"Is your team looking for more clients? For just $39/month, The Reading Center of Fort Worth can be featured on the Texas Special Ed website's 'Dyslexia Services' page. Parents reading this page are often in the early stages of seeking support for their child's reading difficulties. A Tier 1 ad placement would highlight your services right when parents realize something is wrong. One new student covers the ad cost for over 6 months. Let me know if you're interested, and I can send over a demo."
Fort Worth ISD,Tutor,Reading Connection,http://reading-connection.com/,(817) 924-2000,Tutor,"I'm reaching out from TexasSpecialEd.com. We help parents of special needs children find resources in their area. I noticed The Reading Connection offers reading and math therapy, including support for dyslexia. Would you be interested in a Tier 1 ad placement on our 'Dyslexia Services' page for $39/month? Many parents reading this page are in the early stages of seeking support, and one new student covers the cost for 6 months."
Fort Worth ISD,Tutor,Diagnostic Learning Services - Fort Worth,https://www.diagnostic-learning.com/,(972) 612-5615,Tutor,"I'm reaching out from Texas Special Ed regarding advertising opportunities on our website. We help parents of special needs children find resources in Texas. I think you'd be a great fit for our 'Dyslexia Services' page. For just $39/month, you can have a Tier 1 ad placement that will connect you with parents in Fort Worth ISD who are actively seeking dyslexia support. Considering one new student covers the cost for 6 months, this is a no-brainer."
Fort Worth ISD,Tutor,The Learning Center of North Texas,https://www.link-ed.org/,(817) 336-0808,Tutor,"I noticed The Learning Center of North Texas provides diagnostic testing and support for students with learning differences. Have you considered advertising on TexasSpecialEd.com? We get thousands of parents each month researching 'what's wrong' and looking for dyslexia services. For just $39/month, a Tier 1 ad on our Dyslexia Services page can connect you with these parents. One new student covers the cost for 6 months!"
Fort Worth ISD,Tutor,Sylvan Learning of North Fort Worth,https://sylvanlearning.com/locations/us/tx/fort-worth-tutoring/north-fort-worth?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=352,(817) 380-4133,Tutor,"I'm reaching out from TexasSpecialEd.com. We help parents of children with special needs find resources in their area. I noticed Sylvan Learning of North Fort Worth offers tutoring services, and I think you'd be a great fit for our 'Dyslexia Services' page. For just $39/month, you can secure a Tier 1 placement on this page; many parents reading this content are in the early ""something is wrong"" phase and actively researching support. One new student covers the cost for 6 months."
Fort Worth ISD,Tutor,Sylvan Learning of South Fort Worth,https://sylvanlearning.com/locations/us/tx/fort-worth-tutoring/south-fort-worth?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=341,(682) 499-3301,Tutor,"Is your Sylvan Learning center looking to increase its reach to parents of children with dyslexia in the Fort Worth ISD area? For just $39/month, you can secure a Tier 1 ad placement on the 'Dyslexia Services' page of texasspecialed.com. Parents reading this page are often in the early stages of recognizing their child's struggles and actively seeking support. One new student covers the cost of this placement for over 6 months. Let's connect and discuss how we can help you reach more families."
Fort Worth ISD,Tutor,Texas Dyslexia Services,https://www.texasdyslexia.com/,(817) 989-0783,Scrape Failed,
Fort Worth ISD,Tutor,Kids First Dyslexia Services,http://kidsfirstdyslexia.com/,(817) 989-6305,Tutor,"I noticed Kids First Dyslexia Services helps students in the Fort Worth ISD area. Have you considered advertising on TexasSpecialEd.com? For just $39/month, you can secure a Tier 1 placement on our 'Dyslexia Services' page. Parents reading this page are typically in the early stages of recognizing their child's struggles and are actively seeking support. One new student covers the cost for 6 months. "
Fort Worth ISD,Tutor,LinkED,http://www.link-ed.org/,(817) 336-0808,Tutor,"Is LinkED looking for more clients in Fort Worth? For just $39/month, you can secure a Tier 1 placement on the 'Dyslexia Services' page of TexasSpecialEd.com. Parents reading this page are in the early ""something is wrong"" phase and actively researching support options like diagnostic testing. One new student from our site covers your ad cost for 6 months. Let me know if you're interested, and I can send over a contract."
Fort Worth ISD,Tutor,ProLearning,http://www.prolearningservices.com/,(682) 561-5876,Tutor,"I noticed ProLearning offers dyslexia therapy and reading intervention in Arlington. Have you considered advertising on TexasSpecialEd.com? Many parents in the Fort Worth ISD area visit our 'Dyslexia Services' page in the early stages of seeking support because they suspect something is amiss with their child. For just $39/month, a Tier 1 ad placement can connect you with these parents. One new student covers the cost for six months. "
Frisco ISD,Attorney,The Ramage Law Group,https://www.ramagefamilylawfirm.com/texas/locations/mckinney?utm_source=google&utm_medium=organic&utm_campaign=gbp,(972) 737-4995,Scrape Failed,
Frisco ISD,Attorney,"D.A.D. Law Firm, P.C.",https://dadattorney.com/,(469) 971-3903,Irrelevant,
Frisco ISD,Attorney,"Law Office of Adriane S. Grace, PLLC",https://www.gracelawoffice.com/,N/A,Irrelevant,
Frisco ISD,Attorney,Hanshaw Kennedy Hafen,https://hanshawkennedy.com/,(972) 731-6500,Irrelevant,
Frisco ISD,Attorney,McCathern,https://mccathernlaw.com/,(214) 741-2662,Irrelevant,
Frisco ISD,Attorney,"Hogue Barnett, PLLC",https://hoguebarnett.com/,(214) 618-3160,Irrelevant,
Frisco ISD,Attorney,Barbieri Law Firm,https://www.barbierilawfirm.com/?utm_source=google&utm_medium=Frisco_gmb&utm_campaign=gmb_website_button,(972) 787-0187,Scrape Failed,
Frisco ISD,Tutor,True Education Frisco,https://www.trueeducation.com/,(214) 833-9886,Tutor,"I noticed your SAT tutoring services and wanted to reach out with a partnership opportunity. Many parents on TexasSpecialEd.com are in the early stages of recognizing their child needs support and are researching dyslexia services. For just $39/month, your business can be featured on our 'Dyslexia Services' page, a resource for parents in Frisco ISD. One new student covers the cost of this placement for over 6 months, offering a great ROI."
Frisco ISD,Tutor,Dyscoveread Dyslexia Services,https://www.dyscoveread.com/home.html?utm_source=Google&utm_medium=Organic&utm_campaign=GBP,(469) 223-4687,Tutor,"I'm reaching out from TexasSpecialEd.com. We help parents of special needs children find the services they need. I noticed Dyscoveread Dyslexia Services offers tutoring in the Frisco ISD area. Have you considered advertising on our 'Dyslexia Services' page? For just $39/month, a Tier 1 ad placement can help you connect with parents in the early stages of seeking support, and one new student covers the cost for 6 months."
Frisco ISD,Tutor,The Tutoring Center Frisco Tx,https://www.tutoringcenter.com/center/FriscoTX,(469) 731-1004,Tutor,"Is your team looking for new ways to reach Frisco-area parents of students with dyslexia or other reading challenges? For just $39/month, your tutoring center can be featured on our popular 'Dyslexia Services' page. Parents in this stage are often just realizing that ""something is wrong"" and are actively researching support options. Considering that just one new student covers the ad cost for over 6 months, this is a no-brainer. Let me know if you're interested, and I can get you set up today."
Frisco ISD,Tutor,Moving Minds Learning Solutions,https://movingmindslearning.com/,(214) 448-5472,Tutor,"Moving Minds, have you considered advertising on TexasSpecialEd.com? We help parents of special needs children find the services they need. I recommend a Tier 1 ad on our 'Dyslexia Services' page for $39/month. Parents reading this content are in the early ""something is wrong"" phase and actively researching support options. One new student covers the ad cost for 6 months."
Frisco ISD,Tutor,Huntington Learning Center Frisco,https://huntingtonhelps.com/locations/frisco-tx?utm_medium=organic&utm_campaign=localmaps,(214) 666-5160,Scrape Failed,
Frisco ISD,Tutor,Eye Level Learning Center - Frisco Central,http://myeyelevel.com/US/center/friscocentral,(469) 653-0184,Tutor,"I'm reaching out from TexasSpecialEd.com. We help parents of special needs children find resources in Texas. I noticed you're a learning center in Frisco, and I wanted to see if you'd be interested in advertising on our 'Dyslexia Services' page. For just $39/month, a Tier 1 ad placement can help you reach parents in the early stages of seeking support. One new student covers the cost for 6 months."
Frisco ISD,Tutor,Sylvan Learning of Frisco & McKinney,https://sylvanlearning.com/locations/us/tx/frisco-tutoring/frisco-mckinney?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=395,(469) 353-6609,Tutor,"I noticed Sylvan Learning of Frisco & McKinney offers comprehensive tutoring services. Have you considered advertising on TexasSpecialEd.com? For just $39/month, you can secure a Tier 1 placement on our 'Dyslexia Services' page. Parents reading this page are typically in the early stages of identifying learning challenges and looking for support. One new student easily covers your ad costs for over half a year. Let me know if you're interested!"
Aldine ISD,Attorney,"Makris, Dulevitz & Cooper Disability Attorneys",https://socialsecuritydisabilitylawyershouston.com/,(713) 266-9700,Attorney,"I noticed Makris, Dulevitz & Cooper Disability Attorneys serve families in the Aldine ISD area. I'm reaching out from TexasSpecialEd.com. Have you considered advertising on our site? For just $249/month, you can secure a Tier 2 placement on our 'Grievance & Discipline' or 'ARD' pages. Parents on these pages are often in crisis, facing suspension or other disciplinary actions, and actively seeking legal representation. Just one retained client covers your ad costs for an entire year."
Aldine ISD,Attorney,Makris Law Firm Houston Disability Lawyers,https://www.houstonsocialsecuritydisabilityattorney.com/,(888) 228-5663,Irrelevant,
Aldine ISD,Tutor,Multisensory Tutorial Center,http://multisensorytutorial.com/,(832) 359-7360,Tutor,"I noticed Multisensory Tutorial Center offers dyslexia services in the Aldine ISD area. Have you considered advertising on TexasSpecialEd.com? For just $39/month, you can secure a Tier 1 placement on our 'Dyslexia Services' page. Parents reading this page are often in the early stages of recognizing their child's struggles and actively seeking support. One new student covers your ad costs for over 6 months. Let me know if you're interested, and I can send over a contract."
Aldine ISD,Tutor,Worlow Tutoring,http://www.facebook.com/vwtutoring/,(361) 550-0891,Tutor,"Is your tutoring center looking for more clients? For just $39/month, your business can be featured on the Texas Special Ed website's 'Dyslexia Services' page. Parents reading this page are often in the early stages of recognizing their child's needs and actively seeking support. Think of it this way: one new student covers your ad costs for over 6 months. Let me know if you're interested, and I can send over a contract."
North East ISD,Attorney,The Law Offices of George Escobedo,https://www.georgeescobedo.com/?utm_source=GMB&utm_medium=organic&utm_campaign=SanAntonio,(210) 999-0230,Irrelevant,
North East ISD,Attorney,"Morales Padia Law, P.L.L.C.",http://moralespadialaw.com/,(726) 204-4044,Attorney,"I'm reaching out from TexasSpecialEd.com. We help parents of special needs children find legal representation. I recommend a Tier 2 ad placement for $249/mo on our Grievance & Discipline or ARD pages. Parents on these pages are often in crisis, facing suspension or other disciplinary actions, and actively seek legal help. Just one retained client covers your ad costs for an entire year."
North East ISD,Attorney,"The Law Office of Nathaniel Gilbert, PLLC",https://longilbert.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,(726) 999-0087,Irrelevant,
North East ISD,Attorney,"Herrman & Herrman, P.L.L.C.",https://www.herrmanandherrman.com/,(210) 405-7039,Irrelevant,
North East ISD,Attorney,"PIETRAZEK LAW, PLLC",http://pzklawyer.com/,(210) 951-9795,Irrelevant,
North East ISD,Attorney,Boortz Law Texas,https://www.boortzlawtexas.com/,(210) 960-1275,Attorney,"I noticed Boortz Law serves families in the North East ISD area. Have you considered advertising on TexasSpecialEd.com? For just $249/month, a Tier 2 ad on our 'Grievance & Discipline' or 'ARD' page would position you in front of parents in crisis, actively seeking legal representation due to suspension or other disciplinary issues. One retained client typically covers your ad costs for an entire year. Would you be open to a quick call to discuss this further?"
North East ISD,Attorney,"The Law Offices of Shann M. Chaudhry, ESQ",http://www.smcesq.com/?utm_campaign=gmb,(210) 761-5063,Irrelevant,
North East ISD,Tutor,Sylvan Learning of East San Antonio,https://sylvanlearning.com/locations/us/tx/san-antonio-tutoring/east-san-antonio?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=363,(210) 384-2363,Tutor,"I'm reaching out from TexasSpecialEd.com. We help parents of children with special needs find resources in their area. I noticed Sylvan Learning of East San Antonio offers tutoring services, and I think you'd be a great fit for our 'Dyslexia Services' page. For just $39/month, you can have a Tier 1 ad placement on this page, where parents in the early stages of seeking support will see you; that's less than the cost of a single tutoring session!"
Arlington ISD,Attorney,The Law Office of Jonathan A. Heeps,http://www.heepslaw.com/,(682) 738-6415,Irrelevant,
Arlington ISD,Attorney,Law Firm of Victoriano Rodriguez,https://victorianorodriguezlawfirm.com/,(469) 581-9700,Irrelevant,
Arlington ISD,Attorney,Wes Dauphinot Law Firm,http://www.dauphinotlawfirm.com/,(817) 462-0676,Irrelevant,
Arlington ISD,Attorney,"Reyes & Reyes Law Firm, PLLC",https://reyesandreyes.com/locations/dallas-texas,(214) 319-6800,Irrelevant,
Arlington ISD,Attorney,Allen Roger D,http://rogerdallen.com/,(817) 265-9446,Scrape Failed,
Arlington ISD,Attorney,Law Office of Leigh Ann Schenk,http://schenklaw.com/,(817) 860-9998,Irrelevant,
Arlington ISD,Advocate,AISD Special Education Department,https://www.aisd.net/district/departments/academic-services/specialized-learning-services/special-education/,(682) 867-0800,Irrelevant,
Arlington ISD,Tutor,Kids Read Here Reading Center,https://kidsreadhere.com/,(682) 706-8499,Tutor,"Is your team looking for new ways to reach parents of struggling readers in the Arlington ISD area? TexasSpecialEd.com has a 'Dyslexia Services' page that gets a lot of traffic from parents in the early stages of research, when they first suspect ""something is wrong"". For just $39/month, you can secure a Tier 1 ad placement on this page. One new student covers the cost for 6 months! Let me know if you're interested and I can send over a media kit."
Arlington ISD,Tutor,Sylvan Learning of Arlington & Mansfield,https://sylvanlearning.com/locations/us/tx/arlington-tutoring/arlington-mansfield?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=399,(817) 533-7757,Scrape Failed,
Arlington ISD,Tutor,Brighter Life Solutions,http://www.brighter-life.org/,(817) 455-9977,Tutor,"I'm with TexasSpecialEd.com, a site helping parents of special needs kids in the Arlington ISD area. I noticed Brighter Life Solutions offers tutoring services, and I think you'd benefit from advertising on our 'Dyslexia Services' page. Parents reading this content are typically in the early stages of recognizing their child's struggles and actively seeking support. For just $39/month, a Tier 1 placement can connect you with these motivated parents. Considering one new student covers the cost for 6 months, it's a worthwhile investment."
Arlington ISD,Tutor,Huntington Learning Center Mansfield,https://huntingtonhelps.com/locations/mansfield-tx?utm_medium=organic&utm_campaign=localmaps,(817) 539-0332,Scrape Failed,
Klein ISD,Tutor,Sylvan Learning of West Spring and Klein,https://sylvanlearning.com/locations/us/tx/spring-tutoring/west-spring-and-klein?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=310,(281) 975-0992,Tutor,"Is your team looking for new ways to reach parents of students with learning differences? For just $39/month, Sylvan Learning of West Spring and Klein can be featured on the 'Dyslexia Services' page of TexasSpecialEd.com. Parents reading this page are often in the early stages of recognizing their child's needs and researching available support. One new student easily covers the ad cost for over 6 months. Let me know if you're interested in learning more!"
Klein ISD,Tutor,"The Tutoring Center - Tomball, TX",http://tomballtx.tutoringcenter.com/,(281) 255-0530,Tutor,"I noticed The Tutoring Center in Tomball provides reading and writing support. Did you know TexasSpecialEd.com has a 'Dyslexia Services' page where parents in Klein ISD go when they first suspect something is wrong and begin researching support options? For just $39/month, a Tier 1 ad placement on this page can connect you with these families. Considering one new student covers the cost for 6 months, this is a worthwhile investment. Would you be open to learning more?"
Garland ISD,Attorney,The Willis Law Group P.L.L.C.,https://www.thewillislawgroup.com/,(214) 736-9433,Irrelevant,
Garland ISD,Attorney,"Cao & Associates, P.C.",http://caoatlaw.com/,(214) 703-0903,Irrelevant,
Garland ISD,Attorney,"EDWARD SALDAÑA, Attorney",https://saunderswalsh.com/team-member/edward-saldana/,(214) 919-3555,Scrape Failed,
Garland ISD,Attorney,The Beltz Law Firm,http://beltzlaw.com/,(214) 321-4105,Irrelevant,
Garland ISD,Tutor,Dyslexia Learning Solutions,http://dyslexialearningsolutions.com/,(469) 888-3451,Tutor,"Is your practice looking for more clients? I'm reaching out from TexasSpecialEd.com, a resource website for parents of children with special needs. We get thousands of monthly visitors to our ""Dyslexia Services"" page, where parents are often in the early stages of researching support. For just $39/month, you can secure a Tier 1 ad placement on this page. One new student covers the cost for 6 months!"
Garland ISD,Tutor,The Tutoring Center Garland,http://www.garland.tutoringcenter.com/,(972) 200-7877,Tutor,"Is your team looking for new students? I'm reaching out from TexasSpecialEd.com. We help parents of special needs children find local service providers. I recommend a Tier 1 or 2 ad placement on our 'Dyslexia Services' page for $39-$89 per month. Parents reading this content are often in the early ""something is wrong"" phase and actively researching support; one new student covers the ad cost for 6 months."
Garland ISD,Tutor,Diagnostic Learning Services - Plano,https://diagnostic-learning.com/,(972) 612-5615,Tutor,"I'm reaching out from TexasSpecialEd.com. We help connect parents to service providers in their area. I noticed that Diagnostic Learning Services - Plano offers learning disability evaluations, and thought you might be interested in advertising on our 'Dyslexia Services' page for only $39/month. Parents reading this page are often in the early ""something is wrong"" phase and actively researching support options. One new student covers the cost for 6 months. Let me know if you're interested, and I can send over more information."
Garland ISD,Tutor,Gideon Math and Reading - Garland,https://gideonmathandreading.com/garland/,(214) 771-8879,Tutor,"I'm reaching out from TexasSpecialEd.com. We help parents of special needs children find resources in their area. I noticed Gideon Math and Reading - Garland may be a good fit for our 'Dyslexia Services' page. For just $39/month, you can have a Tier 1 ad placement. Many parents reading this page are in the early ""something is wrong"" phase and researching support; one new student covers the cost for 6 months."
